"CAVS_CODE","CAAB_CODE","NAMES_VARIOUS","SCIENTIFIC_NAME","FAMILY","GENUS","SUBGENUS","SPECIES","SUBSPECIES","NAME_TYPE","NAME_SUBTYPE","RANK","QUALIFICATION","AUTHOR","YEAR","ORIG_COMBINATION","NAME_GUID","NAME_LAST_UPDATE","TAXON_GUID","TAXON_LAST_UPDATE","PARENT_TAXON_GUID","CONCEPT_GUID","PUB_PUB_AUTHOR","PUB_PUB_YEAR","PUB_PUB_TITLE","PUB_PUB_PAGES","PUB_PUB_PARENT_BOOK_TITLE","PUB_PUB_PARENT_JOURNAL_TITLE","PUB_PUB_PARENT_ARTICLE_TITLE","PUB_PUB_PUBLICATION_DATE","PUB_PUB_PUBLISHER","PUB_PUB_FORMATTED","PUB_PUB_QUALIFICATION","PUB_PUB_TYPE","PUBLICATION_GUID","PUBLICATION_LAST_UPDATE","PARENT_PUBLICATION_GUID"
"","","cinnamomea","Jassopsaltria cinnamomea Moulds & Marshall, 2021","CICADIDAE","Jassopsaltria","","cinnamomea","","Valid Name","","Species","","Moulds & Marshall","2021","Y","88227726-836e-4ae9-979c-fb25c7505d5f","20250530T00:56:36.273+0000","56465804-b8d5-48b4-be7d-9cc13fb6240d","20250729T23:16:11.865+0000","27c6b7b1-da23-489d-aaa0-364aca0a444e","56465804-b8d5-48b4-be7d-9cc13fb6240d","","","","","","","","","","","","","","",""
"","","cinnamomea","Jassopsaltria cinnamomea Moulds & Marshall, 2021","","Jassopsaltria","","cinnamomea","","Synonym","synonym","Species","","Moulds & Marshall","2021","Y","0c99bd3d-1abc-41cd-b540-344fda24b56d","20250530T00:56:36.273+0000","56465804-b8d5-48b4-be7d-9cc13fb6240d","20250729T23:16:11.865+0000","","31af4f14-1331-497b-854b-6f7adb006957","Moulds, M.S. & Marshall, D.C.","2021","A Revision of the endemic australian cicada genus <i>Jassopsaltria</i> Ashton, 1914 (Cicadidae: Cicadinae: Jassopsaltriini)","217-240","","Australian Entomologist","","","","<!--MARK--><a href='null0b2f315b-dfd5-42a5-b5b6-b7eadacaa313' class='mouseoverHref'>Moulds, M.S. & Marshall, D.C. 2021. A Revision of the endemic australian cicada genus <i>Jassopsaltria</i> Ashton, 1914 (Cicadidae: Cicadinae: Jassopsaltriini).</a> <!--MARK--><!--MARK--><a href='null3ffa056e-e79b-45d8-a5e0-27f16422b74e' class='mouseoverHref'><em>Australian Entomologist</em></a> <strong>48</strong>(4): 217-240<!--MARK-->","","Article in Journal","0b2f315b-dfd5-42a5-b5b6-b7eadacaa313","20220615T05:08:20.450+0000","3ffa056e-e79b-45d8-a5e0-27f16422b74e"
"","","gracilens","Jassopsaltria gracilens Moulds & Marshall, 2021","CICADIDAE","Jassopsaltria","","gracilens","","Valid Name","","Species","","Moulds & Marshall","2021","Y","f2528e64-e080-4836-9abe-4f99c65bd0a6","20250530T00:56:36.273+0000","81c9cb6e-0215-4390-a2b6-ee0fcf3878a2","20250729T23:16:11.865+0000","27c6b7b1-da23-489d-aaa0-364aca0a444e","81c9cb6e-0215-4390-a2b6-ee0fcf3878a2","","","","","","","","","","","","","","",""
"","","gracilens","Jassopsaltria gracilens Moulds & Marshall, 2021","","Jassopsaltria","","gracilens","","Synonym","synonym","Species","","Moulds & Marshall","2021","Y","67c83d92-ba3f-4d93-856b-bc31b878b0a4","20250530T00:56:36.273+0000","81c9cb6e-0215-4390-a2b6-ee0fcf3878a2","20250729T23:16:11.865+0000","","7ef4472e-8233-4c14-9f41-44dd6a6803f5","Moulds, M.S. & Marshall, D.C.","2021","A Revision of the endemic australian cicada genus <i>Jassopsaltria</i> Ashton, 1914 (Cicadidae: Cicadinae: Jassopsaltriini)","217-240","","Australian Entomologist","","","","<!--MARK--><a href='null0b2f315b-dfd5-42a5-b5b6-b7eadacaa313' class='mouseoverHref'>Moulds, M.S. & Marshall, D.C. 2021. A Revision of the endemic australian cicada genus <i>Jassopsaltria</i> Ashton, 1914 (Cicadidae: Cicadinae: Jassopsaltriini).</a> <!--MARK--><!--MARK--><a href='null3ffa056e-e79b-45d8-a5e0-27f16422b74e' class='mouseoverHref'><em>Australian Entomologist</em></a> <strong>48</strong>(4): 217-240<!--MARK-->","","Article in Journal","0b2f315b-dfd5-42a5-b5b6-b7eadacaa313","20220615T05:08:20.450+0000","3ffa056e-e79b-45d8-a5e0-27f16422b74e"
"","","minilyaensis","Jassopsaltria minilyaensis Moulds & Marshall, 2021","CICADIDAE","Jassopsaltria","","minilyaensis","","Valid Name","","Species","","Moulds & Marshall","2021","Y","afd574ec-055d-4610-92e8-f253a8c5b906","20250530T00:56:36.273+0000","1f97aee5-d249-4730-893a-0785c3852d0a","20250729T23:16:11.865+0000","27c6b7b1-da23-489d-aaa0-364aca0a444e","1f97aee5-d249-4730-893a-0785c3852d0a","","","","","","","","","","","","","","",""
"","","minilyaensis","Jassopsaltria minilyaensis Moulds & Marshall, 2021","","Jassopsaltria","","minilyaensis","","Synonym","synonym","Species","","Moulds & Marshall","2021","Y","569472b1-dfb7-4c38-8203-647ee0080a0e","20250530T00:56:36.273+0000","1f97aee5-d249-4730-893a-0785c3852d0a","20250729T23:16:11.865+0000","","e2c2c1bc-9975-44d7-8fdc-f0f0ae01379f","Moulds, M.S. & Marshall, D.C.","2021","A Revision of the endemic australian cicada genus <i>Jassopsaltria</i> Ashton, 1914 (Cicadidae: Cicadinae: Jassopsaltriini)","217-240","","Australian Entomologist","","","","<!--MARK--><a href='null0b2f315b-dfd5-42a5-b5b6-b7eadacaa313' class='mouseoverHref'>Moulds, M.S. & Marshall, D.C. 2021. A Revision of the endemic australian cicada genus <i>Jassopsaltria</i> Ashton, 1914 (Cicadidae: Cicadinae: Jassopsaltriini).</a> <!--MARK--><!--MARK--><a href='null3ffa056e-e79b-45d8-a5e0-27f16422b74e' class='mouseoverHref'><em>Australian Entomologist</em></a> <strong>48</strong>(4): 217-240<!--MARK-->","","Article in Journal","0b2f315b-dfd5-42a5-b5b6-b7eadacaa313","20220615T05:08:20.450+0000","3ffa056e-e79b-45d8-a5e0-27f16422b74e"
"","","rufifacies","Jassopsaltria rufifacies Ashton, 1914","CICADIDAE","Jassopsaltria","","rufifacies","","Valid Name","","Species","","Ashton","1914","Y","49e4eb5b-ead5-48bf-9de3-ae16cebb1c41","20250530T00:56:36.273+0000","38d0e582-8db1-41b3-8d39-a8662e6586f3","20250729T23:16:11.865+0000","27c6b7b1-da23-489d-aaa0-364aca0a444e","38d0e582-8db1-41b3-8d39-a8662e6586f3","","","","","","","","","","","","","","",""
"","","rufifacies","Jassopsaltria rufifacies Ashton, 1914","","Jassopsaltria","","rufifacies","","Synonym","synonym","Species","","Ashton","1914","Y","b5592615-7772-4b56-8c1b-4f0cf377a547","20250530T00:56:36.273+0000","38d0e582-8db1-41b3-8d39-a8662e6586f3","20250729T23:16:11.865+0000","","6d8e4cfb-f36a-4702-b55f-6db532ea51ab","Ashton, H.","1914","Catalogue of the Cicadidae of the South Australian Museum with descriptions of several new species","345-358, pl. xvii","","Transactions and Proceedings of the Royal Society of South Australia","","","","<!--MARK--><a href='nulla04638c1-af7e-4d10-9a21-f7f6fe35ef02' class='mouseoverHref'>Ashton, H. 1914. Catalogue of the Cicadidae of the South Australian Museum with descriptions of several new species.</a> <!--MARK--><!--MARK--><a href='null4f4be976-519e-451f-93bc-af70c0260caf' class='mouseoverHref'><em>Transactions and Proceedings of the Royal Society of South Australia</em></a> <strong>38</strong>: 345-358, pl. xvii<!--MARK-->","","Article in Journal","a04638c1-af7e-4d10-9a21-f7f6fe35ef02","20131118T20:26:44.761+0000","4f4be976-519e-451f-93bc-af70c0260caf"
"","","Burbungini","Burbungini","CICADIDAE","","","","","Valid Name","","Tribe","","","","Y","a8ab1e28-b11f-4c93-95d5-2ce6248dabb5","20250530T00:56:36.273+0000","b51b2960-7c25-4894-bb72-c9a967487d80","20250729T23:16:11.865+0000","2435653f-8280-4c43-970e-b5f4ab166519","b51b2960-7c25-4894-bb72-c9a967487d80","","","","","","","","","","","","","","",""
"","","Burbunga","Burbunga Distant, 1905","CICADIDAE","Burbunga","","","","Valid Name","","Genus","","Distant","1905","Y","6a18c684-7158-4684-8aa3-b42f4d57e1bd","20250530T00:56:36.273+0000","64879362-1084-4317-91b8-a0df43e99cdc","20250729T23:16:11.865+0000","b51b2960-7c25-4894-bb72-c9a967487d80","64879362-1084-4317-91b8-a0df43e99cdc","","","","","","","","","","","","","","",""
"","","Burbunga","Burbunga Distant, 1905","","Burbunga","","","","Synonym","synonym","Genus","","Distant","1905","Y","cdb30cce-4fa5-4b8e-9252-4e43652bd124","20250530T00:56:36.273+0000","64879362-1084-4317-91b8-a0df43e99cdc","20250729T23:16:11.865+0000","","0063cf5f-cb66-4af8-b075-c06abe24bc27","Distant, W.L.","1905","Rhynchotal notes-XXXIII","22-35","","Annals and Magazine of Natural History","","","","<!--MARK--><a href='nullc3ac2264-408b-4a30-9178-7f7b35a82f24' class='mouseoverHref'>Distant, W.L. 1905. Rhynchotal notes-XXXIII.</a> <!--MARK--><!--MARK--><a href='nullefa8de69-3a29-4a43-8ef2-cbefda205976' class='mouseoverHref'><em>Annals and Magazine of Natural History</em></a> 7 <strong>16</strong>: 22-35<!--MARK-->","","Article in Journal","c3ac2264-408b-4a30-9178-7f7b35a82f24","20081009T05:11:37.000+0000","efa8de69-3a29-4a43-8ef2-cbefda205976"
"","","hillieri","Burbunga hillieri (Distant, 1907)","CICADIDAE","Burbunga","","hillieri","","Valid Name","","Species","","Distant","1907","N","d1e3bbb8-a2d7-4d31-ac54-3bbe517ab865","20250530T00:56:36.273+0000","4be3a9ac-3f65-4610-9073-bb4689d26e14","20250729T23:16:11.865+0000","64879362-1084-4317-91b8-a0df43e99cdc","4be3a9ac-3f65-4610-9073-bb4689d26e14","","","","","","","","","","","","","","",""
"","","hillieri","Macrotristria hillieri Distant, 1907","","Macrotristria","","hillieri","","Synonym","synonym","Species","","Distant","1907","Y","f8c046be-e7ed-4b8d-90f9-6a25cce2be06","20250530T00:56:36.273+0000","4be3a9ac-3f65-4610-9073-bb4689d26e14","20250729T23:16:11.865+0000","","bbce886d-ce52-4413-9e1a-1f9104f05568","Distant, W.L.","1907","Rhynchotal notes.--XLIII","411-423","","Annals and Magazine of Natural History","","","","<!--MARK--><a href='null5fb76f11-c0f2-49be-a007-8b426ca8862d' class='mouseoverHref'>Distant, W.L. 1907. Rhynchotal notes.--XLIII.</a> <!--MARK--><!--MARK--><a href='nullefa8de69-3a29-4a43-8ef2-cbefda205976' class='mouseoverHref'><em>Annals and Magazine of Natural History</em></a> 7 <strong>20</strong>: 411-423<!--MARK-->","","Article in Journal","5fb76f11-c0f2-49be-a007-8b426ca8862d","20081009T05:11:37.000+0000","efa8de69-3a29-4a43-8ef2-cbefda205976"
"","","hillieri","Burbunga hillieri (Distant, 1907)","","Burbunga","","hillieri","","Generic Combination","","Species","","Distant","1907","N","e750cca8-536f-4df9-9948-e5492c8f4f66","20250530T00:56:36.273+0000","4be3a9ac-3f65-4610-9073-bb4689d26e14","20250729T23:16:11.865+0000","","69ea9c3a-5a74-4265-86d3-21fc6c59183f","Moulds, M.S.","2012","A review of the genera of Australian cicadas (Hemiptera: Cicadoidea)","1-262","","Zootaxa","","","","<!--MARK--><a href='null7d5bc907-5eaf-4c7c-8dad-9a78de7b930c' class='mouseoverHref'>Moulds, M.S. 2012. A review of the genera of Australian cicadas (Hemiptera: Cicadoidea).</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>3287</strong>: 1-262<!--MARK-->","","Article in Journal","7d5bc907-5eaf-4c7c-8dad-9a78de7b930c","20120514T03:49:52.260+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","albofasciata","Burbunga albofasciata Distant, 1907","CICADIDAE","Burbunga","","albofasciata","","Valid Name","","Species","","Distant","1907","Y","5df29038-d967-4ac2-9ccf-15c7ac821d5e","20250530T00:56:36.273+0000","50011a3a-3eb5-4137-b0a2-7d791af30f18","20250729T23:16:11.865+0000","64879362-1084-4317-91b8-a0df43e99cdc","50011a3a-3eb5-4137-b0a2-7d791af30f18","","","","","","","","","","","","","","",""
"","","albofasciata","Burbunga albofasciata Distant, 1907","","Burbunga","","albofasciata","","Synonym","synonym","Species","","Distant","1907","Y","7ce652e9-27ed-4f7c-9036-1e0319c74202","20250530T00:56:36.273+0000","50011a3a-3eb5-4137-b0a2-7d791af30f18","20250729T23:16:11.865+0000","","82a3c999-74a3-452b-ba19-cb2475215134","Distant, W.L.","1907","Rhynchotal notes.--XLIII","411-423","","Annals and Magazine of Natural History","","","","<!--MARK--><a href='null5fb76f11-c0f2-49be-a007-8b426ca8862d' class='mouseoverHref'>Distant, W.L. 1907. Rhynchotal notes.--XLIII.</a> <!--MARK--><!--MARK--><a href='nullefa8de69-3a29-4a43-8ef2-cbefda205976' class='mouseoverHref'><em>Annals and Magazine of Natural History</em></a> 7 <strong>20</strong>: 411-423<!--MARK-->","","Article in Journal","5fb76f11-c0f2-49be-a007-8b426ca8862d","20081009T05:11:37.000+0000","efa8de69-3a29-4a43-8ef2-cbefda205976"
"","","aterrima","Burbunga aterrima Distant, 1914","CICADIDAE","Burbunga","","aterrima","","Valid Name","","Species","","Distant","1914","Y","7aa6c81b-aef8-4b94-8d11-f128e4172889","20250530T00:56:36.273+0000","a6a628f5-09b9-445b-98db-08d9894bc28d","20250729T23:16:11.865+0000","64879362-1084-4317-91b8-a0df43e99cdc","a6a628f5-09b9-445b-98db-08d9894bc28d","","","","","","","","","","","","","","",""
"","","aterrima","Burbunga aterrima Distant, 1914","","Burbunga","","aterrima","","Synonym","synonym","Species","","Distant","1914","Y","b5b4e6b5-4dde-4c94-b282-6a0e4ffbc7d1","20250530T00:56:36.273+0000","a6a628f5-09b9-445b-98db-08d9894bc28d","20250729T23:16:11.865+0000","","938deefa-faa7-40d9-b748-a2b6cc518843","Distant, W.L.","1914","Some undescribed Cicadidae","61-65","","Annals and Magazine of Natural History","","","","<!--MARK--><a href='null796bbac2-34b4-456d-b0d1-af08d38f3b9a' class='mouseoverHref'>Distant, W.L. 1914. Some undescribed Cicadidae.</a> <!--MARK--><!--MARK--><a href='nullefa8de69-3a29-4a43-8ef2-cbefda205976' class='mouseoverHref'><em>Annals and Magazine of Natural History</em></a> 8 <strong>14</strong>: 61-65<!--MARK-->","","Article in Journal","796bbac2-34b4-456d-b0d1-af08d38f3b9a","20081009T05:11:37.000+0000","efa8de69-3a29-4a43-8ef2-cbefda205976"
"","","vulpina","Macrotristria vulpina Ashton, 1914","","Macrotristria","","vulpina","","Synonym","synonym","Species","","Ashton","1914","Y","5f1fc1a7-b7f2-4101-ad25-4e2201e98c69","20250530T00:56:36.273+0000","a6a628f5-09b9-445b-98db-08d9894bc28d","20250729T23:16:11.865+0000","","da870bf9-03ef-478c-b89e-332acc0247f1","Ashton, H.","1914","Catalogue of the Cicadidae of the South Australian Museum with descriptions of several new species","345-358, pl. xvii","","Transactions and Proceedings of the Royal Society of South Australia","","","","<!--MARK--><a href='nulla04638c1-af7e-4d10-9a21-f7f6fe35ef02' class='mouseoverHref'>Ashton, H. 1914. Catalogue of the Cicadidae of the South Australian Museum with descriptions of several new species.</a> <!--MARK--><!--MARK--><a href='null4f4be976-519e-451f-93bc-af70c0260caf' class='mouseoverHref'><em>Transactions and Proceedings of the Royal Society of South Australia</em></a> <strong>38</strong>: 345-358, pl. xvii<!--MARK-->","","Article in Journal","a04638c1-af7e-4d10-9a21-f7f6fe35ef02","20131118T20:26:44.761+0000","4f4be976-519e-451f-93bc-af70c0260caf"
"","","aterrima","Macrotristria aterrima (Distant, 1914)","","Macrotristria","","aterrima","","Generic Combination","","Species","","Distant","1914","N","9862381b-5378-4e7b-bf05-90fcb2fee117","20250530T00:56:36.273+0000","a6a628f5-09b9-445b-98db-08d9894bc28d","20250729T23:16:11.865+0000","","82ab21d1-9f08-486c-b7ee-b0ea1c2af35f","Moulds, M.S.","2005","An appraisal of the higher classification of cicadas (Hemiptera: Cicadoidea) with special reference to the Australian fauna","375-446","","Records of the Australian Museum","","","","<!--MARK--><a href='null745c5e8c-6701-4f03-a074-c6295131c680' class='mouseoverHref'>Moulds, M.S. 2005. An appraisal of the higher classification of cicadas (Hemiptera: Cicadoidea) with special reference to the Australian fauna.</a> <!--MARK--><!--MARK--><a href='null7c07530b-0b38-44f5-8f95-368da97d6ac2' class='mouseoverHref'><em>Records of the Australian Museum</em></a> <strong>57</strong>: 375-446<!--MARK-->","","Article in Journal","745c5e8c-6701-4f03-a074-c6295131c680","20120514T03:28:18.891+0000","7c07530b-0b38-44f5-8f95-368da97d6ac2"
"","","aterrima","Burbunga aterrima Distant, 1914","","Burbunga","","aterrima","","Generic Combination","","Species","","Distant","1914","Y","47eadd9c-bf3d-40ed-aabf-053f5c698071","20250530T00:56:36.273+0000","a6a628f5-09b9-445b-98db-08d9894bc28d","20250729T23:16:11.865+0000","","15170e38-07e8-4d5a-9fd9-ff3c6dc91907","Moulds, M.S.","2012","A review of the genera of Australian cicadas (Hemiptera: Cicadoidea)","1-262","","Zootaxa","","","","<!--MARK--><a href='null7d5bc907-5eaf-4c7c-8dad-9a78de7b930c' class='mouseoverHref'>Moulds, M.S. 2012. A review of the genera of Australian cicadas (Hemiptera: Cicadoidea).</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>3287</strong>: 1-262<!--MARK-->","","Article in Journal","7d5bc907-5eaf-4c7c-8dad-9a78de7b930c","20120514T03:49:52.260+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","gilmorei","Burbunga gilmorei (Distant, 1882)","CICADIDAE","Burbunga","","gilmorei","","Valid Name","","Species","","Distant","1882","N","7d7a7fcd-1f16-412f-ae17-3cd53d6562d4","20250530T00:56:36.273+0000","731d3d17-2f56-4d0d-b842-f80cd27ee748","20250729T23:16:11.865+0000","64879362-1084-4317-91b8-a0df43e99cdc","731d3d17-2f56-4d0d-b842-f80cd27ee748","","","","","","","","","","","","","","",""
"","","Bark Cicada","","","","","","","Common Name","","Species","","","","","898d312a-0551-493e-940e-8e062e4e29aa","20250530T00:56:36.273+0000","731d3d17-2f56-4d0d-b842-f80cd27ee748","20250729T23:16:11.865+0000","","","","","","","","","","","","","","","","",""
"","","gilmorei","Tibicen gilmorei Distant, 1882","","Tibicen","","gilmorei","","Synonym","synonym","Species","","Distant","1882","Y","06f5758a-5ee4-4fb8-a282-1b8b87d5bb30","20250530T00:56:36.273+0000","731d3d17-2f56-4d0d-b842-f80cd27ee748","20250729T23:16:11.865+0000","","31895689-1008-43f5-8982-815780f6a978","Distant, W.L.","1882","On some undescribed Cicadidae from Australia and the Pacific region","125-134, pl. 7","","Proceedings of the Zoological Society of London","","","","<!--MARK--><a href='null41f6db76-6fdd-4eec-afb2-cbefb0e733de' class='mouseoverHref'>Distant, W.L. 1882. On some undescribed Cicadidae from Australia and the Pacific region.</a> <!--MARK--><!--MARK--><a href='null511f299d-99ec-413c-bc4c-04a380829c96' class='mouseoverHref'><em>Proceedings of the Zoological Society of London</em></a> <strong>1882</strong>: 125-134, pl. 7<!--MARK-->","","Article in Journal","41f6db76-6fdd-4eec-afb2-cbefb0e733de","20081009T05:11:37.000+0000","511f299d-99ec-413c-bc4c-04a380829c96"
"","","inornata","Burbunga inornata Distant, 1905","CICADIDAE","Burbunga","","inornata","","Valid Name","","Species","","Distant","1905","Y","aac41ceb-b2e9-4287-8d9d-efebf42cf040","20250530T00:56:36.273+0000","63c6d0df-b0fb-4c14-a13f-e4fd47d2cd30","20250729T23:16:11.865+0000","64879362-1084-4317-91b8-a0df43e99cdc","63c6d0df-b0fb-4c14-a13f-e4fd47d2cd30","","","","","","","","","","","","","","",""
"","","inornata","Burbunga inornata Distant, 1905","","Burbunga","","inornata","","Synonym","synonym","Species","","Distant","1905","Y","48e146e4-bedd-4be9-adee-6b6a4a6a8a6b","20250530T00:56:36.273+0000","63c6d0df-b0fb-4c14-a13f-e4fd47d2cd30","20250729T23:16:11.865+0000","","b8d7f462-ebdb-4a92-8094-82832ddf037b","Distant, W.L.","1905","Rhynchotal notes-XXXIII","22-35","","Annals and Magazine of Natural History","","","","<!--MARK--><a href='nullc3ac2264-408b-4a30-9178-7f7b35a82f24' class='mouseoverHref'>Distant, W.L. 1905. Rhynchotal notes-XXXIII.</a> <!--MARK--><!--MARK--><a href='nullefa8de69-3a29-4a43-8ef2-cbefda205976' class='mouseoverHref'><em>Annals and Magazine of Natural History</em></a> 7 <strong>16</strong>: 22-35<!--MARK-->","","Article in Journal","c3ac2264-408b-4a30-9178-7f7b35a82f24","20081009T05:11:37.000+0000","efa8de69-3a29-4a43-8ef2-cbefda205976"
"","","mouldsi","Burbunga mouldsi Olive, 2012","CICADIDAE","Burbunga","","mouldsi","","Valid Name","","Species","","Olive","2012","Y","8ead4e9e-7af1-400e-96ea-f7c1a17df78e","20250530T00:56:36.273+0000","0dc7a5aa-2ba1-4ee0-a000-e50044bf1355","20250729T23:16:11.865+0000","64879362-1084-4317-91b8-a0df43e99cdc","0dc7a5aa-2ba1-4ee0-a000-e50044bf1355","","","","","","","","","","","","","","",""
"","","mouldsi","Burbunga mouldsi Olive, 2012","CICADIDAE","Burbunga","","mouldsi","","Synonym","synonym","Species","","Olive","2012","Y","30015690-5483-432e-8bef-696d7cda8128","20250530T00:56:36.273+0000","0dc7a5aa-2ba1-4ee0-a000-e50044bf1355","20250729T23:16:11.865+0000","","b05f93fc-9414-4576-9e7a-e09ce8e3b796","Olive, J.C.","2012","A new species of <i>Burbunga</i> Distant (Hemiptera: Cicadidae) from northeastern Queensland","69-74","","Australian Entomologist","","","","<!--MARK--><a href='nullc9082b11-1818-442d-8a92-1e51464d2b1a' class='mouseoverHref'>Olive, J.C. 2012. A new species of <i>Burbunga</i> Distant (Hemiptera: Cicadidae) from northeastern Queensland.</a> <!--MARK--><!--MARK--><a href='null3ffa056e-e79b-45d8-a5e0-27f16422b74e' class='mouseoverHref'><em>Australian Entomologist</em></a> <strong>39</strong>(2): 69-74<!--MARK-->","","Article in Journal","c9082b11-1818-442d-8a92-1e51464d2b1a","20130130T06:34:37.900+0000","3ffa056e-e79b-45d8-a5e0-27f16422b74e"
"","","nanda","Burbunga nanda (Burns, 1964)","CICADIDAE","Burbunga","","nanda","","Valid Name","","Species","","Burns","1964","N","edee4f33-1772-4c8f-af14-4dfb9c78882f","20250530T00:56:36.273+0000","831c2e77-3b3a-4053-ab09-6ac2397a94be","20250729T23:16:11.865+0000","64879362-1084-4317-91b8-a0df43e99cdc","831c2e77-3b3a-4053-ab09-6ac2397a94be","","","","","","","","","","","","","","",""
